dataset,pipeline,ndcg_10,exp_ndcg_10,ndcg_100,map_100,mrr_10,p_10,p_100,strict_10,recall_10,recall_50,recall_100,recall_200,recall_500,recall_1000,completeness_100,completeness_500,completeness_1000,strict_100,strict_1000,oracle_ndcg_10,retrieval_api_p50_ms,retrieval_api_p90_ms,retrieval_api_p99_ms,retrieval_api_mean_ms,batch_throughput_qps,harness_per_query_ms,num_docs,num_queries,index_disk_mb,host_ram_peak_mb,index_build_s,cache_load_s,ndcg_50,strict_50
climate_fever,V7_DPH_tau070,0.1666,0.1666,0.2256,0.1238,0.224,0.054,0.0117,0.4352,0.2134,0.3567,0.4233,0.4894,0.5733,0.6351,0.1655,0.2847,0.3583,0.7244,0.8834,0.6959,57.17,106.99,171.92,63.98,16.39,120.2,5416593,1535,5567.1,5997.23,373.45,0.0,0.2106,0.6443
climate_fever,V7_DPH_tau075,0.1669,0.1669,0.2262,0.1242,0.2241,0.054,0.0117,0.4358,0.2136,0.3575,0.4246,0.4879,0.5732,0.6366,0.1687,0.2853,0.3609,0.7264,0.884,0.6973,49.81,95.5,156.04,56.81,18.65,107.82,5416593,1535,5567.1,5997.71,373.45,0.0,0.211,0.6469
fever,V7_BM25_tau055,0.4893,0.4893,0.5314,0.4375,0.4509,0.0717,0.0094,0.6914,0.6568,0.8022,0.8458,0.8769,0.9156,0.9346,0.8123,0.8846,0.9062,0.8819,0.9635,0.9412,232.09,289.88,339.01,231.22,4.2,289.58,5416568,6666,5567.06,6248.82,377.68,0.0,0.5239,0.8396
fever,V7_BM25_tau060,0.4894,0.4894,0.5315,0.4376,0.4509,0.0717,0.0094,0.6913,0.6568,0.8024,0.846,0.8768,0.9159,0.9346,0.8123,0.8848,0.9062,0.8824,0.9635,0.9412,122.04,185.65,247.34,124.78,8.3,155.98,5416568,6666,5567.06,6248.2,377.68,0.0,0.524,0.8398
fever,V7_BM25_tau065,0.4903,0.4903,0.532,0.4381,0.4517,0.0719,0.0094,0.6935,0.6588,0.8036,0.8463,0.8772,0.9162,0.9346,0.8126,0.8849,0.9064,0.8828,0.9635,0.9413,53.13,92.51,130.58,57.82,18.29,79.84,5416568,6666,5567.06,6222.3,377.68,0.0,0.5247,0.8407
fever,V7_BM25_tau070,0.4926,0.4926,0.5338,0.4404,0.4542,0.0722,0.0094,0.6959,0.6605,0.8041,0.8456,0.8784,0.9165,0.9349,0.8125,0.8861,0.9068,0.8812,0.9637,0.9415,36.48,65.75,97.4,40.82,26.3,60.55,5416568,6666,5567.06,6226.49,377.68,0.0,0.5267,0.8417
fever,V7_BM25_tau075,0.4893,0.4893,0.5313,0.4375,0.451,0.0717,0.0094,0.6916,0.657,0.8023,0.8455,0.8773,0.9151,0.9345,0.8119,0.8846,0.9065,0.8812,0.9632,0.9411,33.91,59.87,92.88,37.71,28.47,57.17,5416568,6666,5567.06,6223.52,377.68,0.0,0.5239,0.8396
fever,V7_DPH_tau055,0.6631,0.6631,0.6869,0.6121,0.6381,0.0886,0.0103,0.8447,0.8051,0.8877,0.9087,0.9253,0.9413,0.9521,0.8762,0.9134,0.9263,0.9425,0.977,0.9579,244.64,306.62,358.2,243.93,4.17,294.07,5416568,6666,5567.06,6250.34,377.68,0.0,0.6832,0.9238
fever,V7_DPH_tau060,0.6631,0.6631,0.6871,0.6123,0.6382,0.0886,0.0103,0.8443,0.8048,0.8877,0.9089,0.9255,0.9413,0.9522,0.8765,0.9134,0.9265,0.9425,0.9772,0.9581,127.16,194.17,253.04,130.38,7.91,162.85,5416568,6666,5567.06,6247.83,377.68,0.0,0.6833,0.9242
fever,V7_DPH_tau065,0.662,0.662,0.6861,0.6109,0.6369,0.0886,0.0103,0.8443,0.8048,0.8879,0.909,0.9253,0.9415,0.9525,0.8768,0.9136,0.9268,0.9425,0.9775,0.9584,56.03,97.63,136.99,61.18,17.17,84.11,5416568,6666,5567.06,6250.03,377.68,0.0,0.6823,0.9244
fever,V7_DPH_tau070,0.6639,0.6639,0.6881,0.6134,0.6392,0.0886,0.0103,0.8443,0.8051,0.8891,0.9098,0.9263,0.9415,0.9523,0.8782,0.9137,0.9265,0.9427,0.9772,0.9581,39.51,71.06,106.23,43.95,24.24,64.49,5416568,6666,5567.06,6248.2,377.68,0.0,0.6844,0.9254
fever,V7_DPH_tau075,0.6631,0.6631,0.6867,0.6121,0.638,0.0887,0.0103,0.8446,0.8053,0.8866,0.9082,0.9248,0.9406,0.9523,0.8764,0.9128,0.9266,0.9413,0.9772,0.9581,36.39,65.3,101.46,40.7,26.25,60.82,5416568,6666,5567.06,6240.5,377.68,0.0,0.6829,0.9229
